fid,fname,fruntime,certificate,fbudget,fopening,fcumlative,fGross,fimdb_rating,fimdb_votes,fimd,fdirector,fwriter,flocation,fproduction,fassistant_directors,fcinematographers,fcomposers,feditors,fproducer,fenglish,fmulti_lang,fus,fmulti_country,fcomedy,fadult,fdocumentary,fmystery,fadventure,fbiography,fshort,fnews,fthriller,ffamily,fhistory,fcrime,fhorror,ftalk-show,fwar,fgame-show,freality-tv,fwestern,faction,fmusical,fsport,fmusic,fanimation,fromance,fsci-fi,ffantasy,fdrama,act1,act2,actW,nominated,Won,month,year
tt7747454,A Christmas Carol Radio Show,90.0,,100000,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2013
tt8074360,"Born to Fly, Born to Die",,,,,,,,,,0.0,0.0,UK,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Nov,2013
tt7530364,Oriental Chinese Dream,,,,,,,,,,0.0,0.0,China,other,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jun,2013
tt7005304,Ante psuxoula mou skotose me,,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2017
tt8192540,Amalayu,,,ETB5000000,,,,,,,0.0,0.0,Ethiopia,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jul,2013
tt3416742,What We Do in the Shadows,86.0,R,1600000,88940.0,6263224.0,3469224,7.7,133864.0,0.77,5.5,5.5,New Zealand,other,0.5,1.5,2.5,0.0,0.0,1.0,3.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,3.0,,,Feb,2015
tt1267297,Hercules,98.0,PG-13,100000000,29800263.0,244819862.0,72688614,6.0,139527.0,0.6,0.0,0.0,Philippines,Paramount Pictures,0.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.0,2.0,,,Jul,2014
tt2771372,Veronica Mars,107.0,PG-13,6000000,1988351.0,3485127.0,3322127,6.8,48463.0,0.6799999999999999,0.0,0.5,Germany,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,3.0,,,Mar,2014
tt1234721,RoboCop,117.0,PG-13,100000000,21681430.0,242688965.0,58607007,6.2,208831.0,0.62,0.0,0.0,Malaysia,other,0.0,12.5,3.5,3.0,4.5,1.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,7.0,8.0,,,Feb,2014
tt1823664,Annie,118.0,PG,65000000,15861939.0,133821816.0,85911262,5.3,32029.0,0.53,0.0,0.0,Netherlands,other,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29.0,16.0,45.0,,,Dec,2014
tt1600196,The Drop,106.0,R,12600000,4104552.0,18658381.0,10724389,7.1,135234.0,0.71,0.0,3.0,Croatia,other,0.0,3.0,4.5,0.5,0.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,11.0,13.0,,,Sep,2014
tt2318092,Endless Love,104.0,PG-13,20000000,13307125.0,34718173.0,23438250,6.3,38668.0,0.63,0.0,1.0,Philippines,other,0.0,2.5,6.0,1.5,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0,0.0,2.0,,,Feb,2014
tt4422464,Il était une fois la Belle et la Bête,83.0,,,,,,7.2,5.0,0.72,0.0,0.0,France,other,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2014
tt3294200,The Falling,102.0,Not Rated,GBP750000,,569498.0,"$144,370",5.4,5484.0,0.54,0.0,2.5,UK,other,0.0,9.5,0.0,1.5,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Apr,2015
tt4229814,Autómata,8.0,,,,,,,,3.0,0.0,0.0,,other,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,0.0,0.0,,,,2017
tt2790182,X/Y,82.0,Not Rated,,,,"$154,374",4.1,541.0,0.41,1.0,1.0,,other,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,4.0,,,Apr,2014
tt2758904,Search Party,93.0,R,20000000,3073.0,118263.0,4571,5.6,6254.0,0.5599999999999999,0.0,0.0,Netherlands,other,0.0,3.5,1.5,0.0,0.0,1.0,2.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,May,2016
tt2946498,Live Nude Girls,100.0,Not Rated,,,,,4.0,1068.0,0.4,0.0,0.0,USA,other,0.0,1.5,0.0,0.0,0.0,,,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Aug,2014
tt3136112,Shelter,105.0,TV-MA,,,,,6.5,4063.0,0.65,12.5,12.5,UK,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.0,3.0,,,Dec,2015
tt3469918,Jack,103.0,,,,80552.0,,7.3,975.0,0.73,0.0,0.0,Germany,other,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Oct,2014
tt2011159,No Good Deed,84.0,PG-13,13200000,24250283.0,54323210.0,52543632,5.6,16543.0,0.5599999999999999,0.0,8.5,Trinidad and Tobago,Screen Gems,0.0,2.0,1.5,0.0,2.5,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,6.0,7.0,,,Sep,2014
tt2235108,Dear White People,108.0,R,,347959.0,4633961.0,4404154,6.1,23709.0,0.61,0.0,0.0,Brazil,other,0.0,0.0,1.0,5.0,0.5,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1.0,1.0,,,Dec,2014
tt2461132,Happy New Year,180.0,Not Rated,,,3086192.0,"$1,219,212",5.1,32191.0,0.51,0.0,0.0,Kuwait,other,0.0,0.0,5.5,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12.0,14.0,26.0,,,Oct,2014
tt3596436,Home for Christmas,102.0,,,,,,5.6,231.0,0.5700000000000001,0.0,1.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Nov,2017
tt2796678,The Opposite Sex,97.0,Not Rated,3300000,,50206.0,,4.5,854.0,0.45,0.0,0.0,Poland,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,May,2015
tt2409300,Killers,137.0,Not Rated,,,5248.0,,6.4,4582.0,0.65,0.0,0.0,Japan,other,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Feb,2014
tt2570414,Blackwood,90.0,Not Rated,,,9985.0,,5.3,1065.0,0.53,0.0,1.0,UK,other,0.0,0.0,1.5,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Aug,2014
tt2976176,Lakshmi,115.0,,,,24539.0,,8.0,1244.0,0.8099999999999999,0.0,4.0,India,other,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Mar,2014
tt1871257,Default,88.0,,750000,,,,4.3,221.0,0.43,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2014
tt4027096,Pi Zi Ying Xiong 2,126.0,,TWD1000000000,,34146896.0,,5.7,540.0,0.61,0.0,0.0,Taiwan,other,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,2.0,,,Oct,2014
tt3854104,Felt,80.0,Not Rated,,,,,4.7,806.0,0.47000000000000003,0.0,2.0,,other,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Sep,2014
tt2094034,Runoff,90.0,R,,9515.0,30186.0,30186,5.9,323.0,0.58,0.0,0.0,USA,other,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jun,2015
tt3042540,Rage of Innocence,104.0,Unrated,,,,,6.8,14.0,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2014
tt3957716,The Missionary Position,79.0,,,,,,5.5,39.0,0.55,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Sep,2014
tt2770026,Pause,82.0,,,,,,6.1,105.0,0.63,0.0,0.0,Germany,other,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Jun,2016
tt2921338,The Other Side,103.0,Not Rated,50000,,,,3.0,247.0,0.3,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Oct,2014
tt2826352,The Will,72.0,,3000000,,,,5.3,11.0,0.61,0.0,0.0,USA,other,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Feb,2014
tt4948154,Knocking on Heaven's Door,,,,,,,6.3,28.0,0.58,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Apr,2014
tt3736776,Ausencia,8.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2017
tt4768794,I Declare War,80.0,,,,,,4.8,12.0,0.48,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Oct,2015
tt3786730,Lucifer's Night,86.0,,GBP2000,,,,4.9,28.0,0.5900000000000001,0.0,0.0,UK,other,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2014
tt5771528,Anne of Green Gables,,,,,,,,,,0.0,0.0,Australia,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Nov,2014
tt4168698,Arrebato,91.0,,,,266407.0,,4.5,53.0,0.38,0.0,5.5,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,,,Sep,2014
tt2619106,Voices from the Grave,87.0,R,10000,,,,3.8,63.0,0.43,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Aug,2014
tt3603470,Aurora,83.0,,,,,,7.0,88.0,0.7,0.0,1.5,Chile,other,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,,,Nov,2014
tt3332772,Priyatama,,,INR7000000,,,,7.7,21.0,0.8099999999999999,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Feb,2014
tt2360424,Checking In,123.0,,GBP500,,,,8.1,14.0,0.6599999999999999,0.0,0.0,UK,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,May,2014
tt3548340,Just Love,,,,,,,,,,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,May,2014
tt3604020,Darkling,94.0,Unrated,,,,,7.0,7.0,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,,,Mar,2014
tt3466476,Romeo and Juliet,135.0,Not Rated,,,,,5.2,374.0,0.52,0.0,0.0,,other,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0,0.0,11.0,,,Feb,2014
tt9785792,Picnic,,,,,,,,,,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2017
tt5035314,Family Secrets,111.0,,,,,,6.0,54.0,0.5900000000000001,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2017
tt5241930,Baazigar,,,,,,,,,,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jan,2014
tt3750712,Erasure,76.0,NOT RATED,,,,,7.6,7.0,0.74,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,May,2014
tt3541028,Kalashnikov,100.0,,,,90393.0,,4.9,308.0,0.51,0.0,0.0,Iran,other,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jul,2014
tt3542382,Zoloto,110.0,,,,,,6.0,71.0,0.6,0.0,0.0,Russia,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Feb,2014
tt1478849,The Honeymoon,79.0,Not Rated,,,,"$9,168",4.7,21.0,0.47000000000000003,0.0,0.0,Canada,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Nov,2014
tt2584630,African Time,90.0,,125000,,,,6.6,5.0,,0.0,1.0,,other,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Feb,2014
tt3545904,Isabelle,32.0,,5000,,,,,,,0.0,0.0,USA,other,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,,,,2017
tt4112786,The Nether Experiment,,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2014
tt3903944,Child of the Earth,74.0,R,600,,,,6.8,13.0,0.6799999999999999,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jul,2014
tt2930068,Pyro,72.0,,EUR2500,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2014
tt9244976,Los Elegidos,,,,,,,,,,0.0,0.0,Argentina,other,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,,,Oct,2014
tt3961812,Josie,,,10000,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2017
tt2784156,Johnny,80.0,NOT RATED,7000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2017
tt6259558,Tower,115.0,,3400000,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Feb,2014
tt5304586,Cabin Pressure,2.0,,,,,,,,,0.0,0.0,UK,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Mar,2014
tt3221696,A Day in the Life of Pepe Amador,,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2014
tt4136772,In Guerra,80.0,,EUR6000,,,,7.6,21.0,0.79,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Nov,2014
tt4197046,Coma,4.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2017
tt3916116,Change,45.0,,GBP10000,,,,6.0,5,0.6,0.0,0.0,UK,other,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Sep,2014
tt3072018,Jerry,96.0,,,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Oct,2014
tt3600426,Smile Please,,,,,,,,,,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Mar,2014
tt3512022,Anomie,78.0,,,,,,,,,0.0,0.0,,other,0.0,1.0,0.0,2.5,0.0,1.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Sep,2014
tt5235806,Bed of Fear,46.0,,,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2014
tt2469252,Road Movie,,,,,,,,,,0.0,10.5,,other,0.0,0.0,0.0,0.0,10.5,,,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2017
tt3797842,Ethos,,,12000,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jun,2014
tt6794388,The Antique,105.0,,NGN60000000,,,,,,,0.0,0.0,Nigeria,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Sep,2014
tt4907254,Alisha,70.0,,,,,,,,,0.0,0.0,,other,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,,2017
tt4225022,Renegade,5.0,,,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2014
tt4290988,Blood Brothers,7.0,,,,,,5.2,18.0,0.51,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2017
tt2117999,Spleen,100.0,,,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Jan,2014
tt10569236,Darling,,,,,,,,,,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2017
tt2558700,Rat Catching,,,3000,,,,5.7,6.0,0.51,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jun,2014
tt5448428,Debt,83.0,,GBP50000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Sep,2014
tt4631070,Madhouse,11.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2017
